producto,categoria,proveedor,precio,costo,stock
Power Mochila,Juguetes,Paisa Import,142.55,110.66,20
Power Monitor,Jardin,Sincelejo Market,202.66,130.05,306
Power Mouse,Electronica,Huila Distribuciones,755.03,495.92,37
Power Mousepad,Hogar,Bello Traders,67.57,56.16,275
Power Mousepad,Hogar,Girardot Trade,67.57,56.16,156
Power Muñeco,Hogar,Putumayo Goods,54.59,39.26,178
power muñeco,Hogar,Sabaneta Supply,54.59,39.26,131
Power Olla,Hogar,Ipiales Trade,200.72,174.1,310
Power Olla,Hogar,Meta Comerciales,200.72,174.1,454
Power Pantalon,Electronica,Zipaquira Supply,608.19,455.08,347
Power Papel,Hogar,Tolima Proveedores,53.1,39.69,27
Power Parlante,Juguetes,Chapinero Trade,108.51,77.57,259
Power Patin,Hogar,Logistica Pacifico,147.48,126.39,405
Power Pegante,Ropa,Pereira Proveedores,34.88,19.96,75
Power Pegante,Ropa,Candelaria Market,34.88,19.96,428
Power Pelota,Hogar,Engativa Traders,61.8,45.26,66
Power Perfume,Hogar,Logistica Pacifico,14.89,10.73,341
power perfume,Hogar,Altiplano Supply,14.89,10.73,491
Power Plancha,Deportes,Girardot Trade,87.53,58.87,193
power plato,Alimentos,Suba Supply,11.14,8.69,471
Power PowerBank,Juguetes,Valledupar Traders,155.33,99.02,161
Power ProtectorSolar,Juguetes,Palmira Traders,99.54,74.63,346
Power ProtectorSolar,Juguetes,Envigado Supply,99.54,74.63,438
Power Raqueta,Belleza,Sincelejo Market,81.1,44.7,360
Power Regla,Electronica,Amazonas Traders,411.62,293.38,256
Power Regla,Electronica,Soacha Distribuciones,411.62,293.38,71
Power Resaltador,Hogar,Logistica Pacifico,52.5,43.41,86
Power Rompecabezas,Ropa,Fusagasuga Supply,116.58,70.86,421
Power Router,Deportes,Medellin Market,262.74,177.39,261
Power Sacapuntas,Hogar,Suba Supply,64.27,45.76,213
Power Sacapuntas,Hogar,Itagui Market,64.27,45.76,152
Power Sarten,Deportes,Sincelejo Market,68.79,47.31,209
Power Semilla,Belleza,Funza Commodities,65.43,37.29,400
Power Semilla,Belleza,Leticia Traders,65.43,37.29,60
power shampoo,Belleza,Engativa Traders,24.33,15.44,267
Power Silla,Jardin,Madrid Supply,158.03,111.9,261
Power Switch,Belleza,Yumbo Logistics,28.81,19.04,217
Power Switch,Belleza,Paisa Import,28.81,19.04,282
Power Talonario,Electronica,Bogota Central,113.07,84.53,135
Power Talonario,Electronica,Tunja Trade,113.07,84.53,466
Power Tambor,Electronica,Manizales Market,596.95,390.91,379
power teclado,Hogar,Riohacha Trade,196.0,138.07,361
Power Telefono,Juguetes,Santander Mayorista,10.11,6.38,448
Power Tenedor,Hogar,Casanare Retail,97.39,70.5,440
Power Termo,Jardin,Atlantico Pro,153.62,106.52,92
Power Termo,Jardin,Bogota Central,153.62,106.52,108
Power Tijera,Hogar,Suba Supply,161.65,118.15,240
Power Tijera,Hogar,Cota Proveedores,161.65,118.15,354
Power Toalla,Jardin,Oriente Mercantil,106.14,70.91,423
Power Tripode,Juguetes,Bucaramanga Trade,65.93,47.6,141
Power Webcam,Juguetes,Putumayo Goods,69.77,41.05,290
Power Zapatilla,Deportes,Chapinero Trade,80.15,63.2,431
Prime Afeitadora,Jardin,Yopal Supply,100.88,65.0,236
Prime Agenda,Jardin,Paisa Import,213.83,138.98,339
Prime Agenda,Jardin,Insumos Cafeteros,213.83,138.98,311
Prime Archivador,Alimentos,Rionegro Supply,16.68,12.13,176
Prime Auriculares,Juguetes,Soacha Distribuciones,35.69,22.56,140
Prime Balanza,Alimentos,Candelaria Market,12.8,11.07,188
Prime Balanza,Alimentos,Nariño Trade,12.8,11.07,485
Prime Balon,Ropa,Chapinero Trade,98.03,64.12,48
Prime Biberon,Ropa,Santander Mayorista,45.74,34.96,301
Prime Bicicleta,Ropa,Kennedy Market,30.5,16.33,368
prime bicicleta,Ropa,Pasto Proveedores,30.5,16.33,189
Prime Boligrafo,Deportes,Yumbo Logistics,41.98,30.95,135
Prime Boligrafo,Deportes,Tolima Proveedores,41.98,30.95,42
Prime Botella,Ropa,Nariño Trade,35.92,25.32,403
prime cable,Juguetes,Duitama Market,69.48,50.11,379
Prime Cafetera,Oficina,Meta Comerciales,33.72,26.43,352
Prime Cafetera,Oficina,Bello Traders,33.72,26.43,89
Prime Camisa,Juguetes,Funza Commodities,91.83,54.78,294
Prime Camisa,Juguetes,Pasto Proveedores,91.83,54.78,340
Prime Cargador,Ropa,Soledad Retail,70.61,41.55,244
Prime Carpa,Jardin,Putumayo Goods,177.21,144.45,432
Prime Carpa,Jardin,Atlantico Pro,177.21,144.45,191
Prime Carpeta,Jardin,Santa Marta Retail,155.38,107.67,317
Prime Cepillo,Ropa,Comercial Caribe,42.25,22.64,105
Prime Cereal,Deportes,Quibdo Market,131.08,108.76,362
Prime Cereal,Deportes,Cota Proveedores,131.08,108.76,309
Prime Chaqueta,Belleza,Putumayo Goods,63.84,39.0,381
Prime Chocolate,Belleza,Jamundi Market,71.4,41.99,232
Prime Chocolate,Belleza,Chia Market,71.4,41.99,264
Prime Cinta,Hogar,Insumos Cafeteros,162.08,123.83,343
Prime Colchoneta,Jardin,Bogota Central,168.06,110.36,36
Prime Copa,Ropa,Popayan Logistics,61.59,32.72,304
Prime Copa,Ropa,Distribuciones Andina,61.59,32.72,40
Prime Crema,Hogar,Cota Proveedores,16.85,13.36,16
Prime Cuaderno,Deportes,Palmira Traders,78.09,58.69,343
Prime Cuchillo,Deportes,Fusagasuga Supply,356.32,228.26,276
Prime Drone,Juguetes,Paisa Import,143.2,95.48,306
Prime Drone,Juguetes,Envigado Supply,143.2,95.48,58
Prime Estante,Jardin,Suba Supply,166.31,106.56,422
Prime Extensor,Jardin,Meta Comerciales,169.4,118.55,182
Prime Extensor,Jardin,Arauca Connect,169.4,118.55,40
Prime Galleta,Deportes,Madrid Supply,258.95,179.36,38
Prime Gorra,Deportes,Chia Market,175.21,126.24,396
Prime Guante,Electronica,Magdalena Supply,345.23,222.4,191
Prime Guitarra,Alimentos,Chia Market,24.81,19.0,266
Prime Jabon,Hogar,Cucuta Comercios,142.48,110.55,493
Prime Jabon,Hogar,Envigado Supply,142.48,110.55,146
Prime Lampara,Belleza,Tunja Trade,11.39,6.81,394
Prime Licuadora,Deportes,Tunja Trade,261.43,199.49,332
Prime Linterna,Ropa,Oriente Mercantil,57.03,32.28,126
Prime Maceta,Juguetes,Manizales Market,51.2,33.36,45
Prime Marcador,Jardin,Medellin Market,82.97,57.29,44
Prime Marcador,Jardin,Engativa Traders,82.97,57.29,0
Prime Mesa,Oficina,Mayoristas del Valle,19.45,14.86,167
Prime Mesa,Oficina,Cali Express,19.45,14.86,107
prime microfono,Jardin,Usaquen Market,100.49,75.8,18
Prime Mochila,Oficina,Soacha Distribuciones,29.89,19.61,331
Prime Mochila,Oficina,Ibague Market,29.89,19.61,71
Prime Monitor,Deportes,Mosquera Logistics,345.04,239.77,455
Prime Monitor,Deportes,Bello Traders,345.04,239.77,444
Prime Mouse,Hogar,Altiplano Supply,77.3,66.17,500
Prime Mousepad,Deportes,Comercial Caribe,188.79,134.69,108
Prime Muñeco,Deportes,Engativa Traders,272.95,199.35,267
Prime Muñeco,Deportes,Jamundi Market,272.95,199.35,444
Prime Olla,Electronica,Fusagasuga Supply,274.28,214.0,239
Prime Pantalon,Belleza,Madrid Supply,8.24,4.44,416
Prime Pantalon,Belleza,Envigado Supply,8.24,4.44,300
Prime Papel,Alimentos,Villavicencio Hub,3.66,2.89,89
Prime Papel,Alimentos,Manizales Market,3.66,2.89,102
Prime Parlante,Ropa,Santander Mayorista,58.87,38.5,475
Prime Parlante,Ropa,Tolima Proveedores,58.87,38.5,249
Prime Patin,Ropa,Duitama Market,86.95,49.54,452
Prime Pegante,Hogar,Cota Proveedores,241.93,188.01,7
Prime Pelota,Deportes,Cartagena Hub,247.15,178.92,152
Prime Pelota,Deportes,Cali Express,247.15,178.92,346
prime perfume,Ropa,Magdalena Supply,73.18,48.99,173
Prime Perfume,Ropa,Popayan Logistics,73.18,48.99,342
Prime Plancha,Electronica,Tolima Proveedores,182.79,118.15,157
prime plato,Oficina,Chia Market,55.27,43.98,492
Prime Plato,Oficina,Neiva Express,55.27,43.98,430
Prime PowerBank,Alimentos,Distribuciones Andina,18.56,14.2,214
Prime ProtectorSolar,Jardin,Cesar Distribuciones,83.78,62.96,176
Prime Raqueta,Electronica,Cali Express,537.15,403.99,174
Prime Regla,Electronica,Bello Traders,654.92,535.79,339
prime resaltador,Ropa,Popayan Logistics,78.42,42.25,337
Prime Rompecabezas,Ropa,Villavicencio Hub,26.42,16.37,145
Prime Router,Deportes,Paisa Import,40.63,30.23,449
Prime Router,Deportes,Soacha Distribuciones,40.63,30.23,323
prime sacapuntas,Jardin,Ibague Market,74.65,54.69,477
Prime Sarten,Hogar,Palmira Traders,136.04,103.57,160
Prime Semilla,Oficina,Insumos Cafeteros,58.57,38.64,126
Prime Shampoo,Ropa,Quibdo Market,62.42,46.11,419
Prime Silla,Deportes,Huila Distribuciones,145.22,116.54,81
Prime Switch,Belleza,Candelaria Market,22.98,15.96,484
Prime Switch,Belleza,Chia Market,22.98,15.96,146
Prime Talonario,Oficina,Suba Supply,6.02,4.13,238
Prime Tambor,Deportes,Medellin Market,150.7,123.84,411
Prime Tambor,Deportes,Ibague Market,150.7,123.84,423
Prime Teclado,Deportes,Meta Comerciales,376.29,237.89,83
Prime Teclado,Deportes,Leticia Traders,376.29,237.89,112
Prime Telefono,Ropa,Distribuciones Andina,63.54,42.54,224
Prime Telefono,Ropa,Mayoristas del Valle,63.54,42.54,331
Prime Tenedor,Alimentos,Comercial Caribe,1.96,1.46,377
Prime Termo,Juguetes,Huila Distribuciones,12.1,7.7,242
Prime Tijera,Alimentos,Huila Distribuciones,16.47,14.2,142
Prime Tijera,Alimentos,Bogota Central,16.47,14.2,40
Prime Toalla,Electronica,Girardot Trade,236.26,164.86,422
Prime Tripode,Electronica,Sincelejo Market,298.4,242.16,257
Prime Tripode,Electronica,Funza Commodities,298.4,242.16,446
Prime Webcam,Jardin,Itagui Market,121.49,79.32,284
prime zapatilla,Alimentos,Santa Marta Retail,7.85,6.11,104
Pro Afeitadora,Belleza,Soledad Retail,30.15,18.14,201
Pro Afeitadora,Belleza,Amazonas Traders,30.15,18.14,449
Pro Agenda,Alimentos,Armenia Supply,5.81,4.84,306
Pro Archivador,Belleza,Riohacha Trade,35.95,22.07,330
Pro Auriculares,Belleza,Bello Traders,47.09,25.38,460
Pro Balanza,Juguetes,Huila Distribuciones,12.64,8.31,265
Pro Balanza,Juguetes,Engativa Traders,12.64,8.31,397
Pro Balon,Oficina,Paisa Import,89.42,69.76,209
Pro Biberon,Hogar,Suba Supply,24.93,17.92,50
Pro Biberon,Hogar,Soacha Distribuciones,24.93,17.92,117
Pro Bicicleta,Deportes,Bucaramanga Trade,80.59,56.43,200
Pro Boligrafo,Belleza,Kennedy Market,94.5,50.48,376
pro botella,Belleza,Chia Market,33.9,23.57,38
Pro Botella,Belleza,Bucaramanga Trade,33.9,23.57,27
Pro Cable,Deportes,Riohacha Trade,225.57,145.18,258
Pro Cafetera,Belleza,Chapinero Trade,21.76,15.36,83
Pro Camisa,Electronica,Popayan Logistics,215.07,169.03,453
Pro Cargador,Jardin,Mosquera Logistics,56.38,35.71,154
Pro Carpa,Alimentos,Jamundi Market,23.11,18.28,116
Pro Carpeta,Alimentos,Cucuta Comercios,18.39,15.44,1
Pro Cepillo,Juguetes,Chia Market,91.45,60.22,92
Pro Cepillo,Juguetes,Tunja Retail,91.45,60.22,165
Pro Cereal,Deportes,Medellin Market,33.31,26.8,386
Pro Chaqueta,Electronica,Pereira Proveedores,751.32,518.97,399
Pro Chocolate,Electronica,Itagui Market,897.22,570.73,349
Pro Chocolate,Electronica,Meta Comerciales,897.22,570.73,295
Pro Cinta,Belleza,Cota Proveedores,54.19,28.37,257
Pro Cinta,Belleza,Atlantico Pro,54.19,28.37,80
Pro Colchoneta,Ropa,Bello Traders,18.69,12.29,424
Pro Colchoneta,Ropa,Manizales Market,18.69,12.29,267
Pro Copa,Deportes,Amazonas Traders,363.66,242.97,418
Pro Copa,Deportes,Pereira Proveedores,363.66,242.97,234
Pro Crema,Jardin,Suba Supply,23.18,16.96,320
Pro Cuaderno,Electronica,Guajira Logistics,259.32,213.61,310
Pro Cuchillo,Hogar,Candelaria Market,82.81,67.39,300
Pro Drone,Deportes,Cesar Distribuciones,54.0,37.12,462
Pro Estante,Electronica,Dosquebradas Traders,840.14,534.16,473
Pro Estante,Electronica,Magdalena Supply,840.14,534.16,356
Pro Extensor,Ropa,Soacha Distribuciones,8.22,6.08,212
Pro Galleta,Deportes,Logistica Pacifico,183.7,118.17,61
Pro Gorra,Oficina,Tunja Retail,31.48,26.04,48
Pro Gorra,Oficina,Arauca Connect,31.48,26.04,126
Pro Guante,Juguetes,Bogota Central,19.17,12.28,222
Pro Guitarra,Deportes,Cartagena Hub,34.97,23.77,408
Pro Jabon,Electronica,Pereira Proveedores,96.71,70.44,278
Pro Lampara,Juguetes,Cajica Traders,88.49,52.43,407
Pro Lampara,Juguetes,Rionegro Supply,88.49,52.43,293
Pro Licuadora,Electronica,Atlantico Pro,651.15,411.14,283
Pro Licuadora,Electronica,Insumos Cafeteros,651.15,411.14,276
pro linterna,Belleza,Cartagena Hub,82.71,43.46,437
Pro Maceta,Deportes,Usaquen Market,244.46,202.07,106
Pro Maceta,Deportes,Comercial Caribe,244.46,202.07,145
Pro Marcador,Belleza,Ipiales Trade,88.68,57.9,419
Pro Marcador,Belleza,Tolima Proveedores,88.68,57.9,98
Pro Mesa,Juguetes,Putumayo Goods,166.74,98.19,428
Pro Microfono,Electronica,Cartagena Hub,813.78,530.44,374
Pro Mochila,Alimentos,Palmira Traders,19.1,14.41,72
Pro Mochila,Alimentos,Armenia Supply,19.1,14.41,436
Pro Monitor,Deportes,Bogota Central,271.21,181.17,485
Pro Mouse,Belleza,Bucaramanga Trade,43.19,23.75,121
Pro Mouse,Belleza,Funza Commodities,43.19,23.75,29
Pro Mousepad,Juguetes,Armenia Supply,148.58,99.38,187
Pro Muñeco,Jardin,Villavicencio Hub,135.98,100.84,363
Pro Olla,Oficina,Armenia Supply,65.87,49.59,353
Pro Olla,Oficina,Envigado Supply,65.87,49.59,287
Pro Pantalon,Jardin,Arauca Connect,92.53,64.61,450
Pro Pantalon,Jardin,Fusagasuga Supply,92.53,64.61,194
Pro Papel,Jardin,Usaquen Market,98.17,73.32,155
Pro Parlante,Belleza,Tolima Proveedores,21.37,11.42,171
Pro Patin,Juguetes,Sincelejo Market,118.57,82.71,334
Pro Patin,Juguetes,Valledupar Traders,118.57,82.71,40
Pro Pegante,Alimentos,Eje Cafetero SAS,3.72,3.07,62
Pro Pelota,Ropa,Chapinero Trade,45.4,29.96,22
Pro Pelota,Ropa,Tunja Retail,45.4,29.96,359
Pro Perfume,Juguetes,Leticia Traders,84.84,56.84,74
Pro Plancha,Ropa,Bello Traders,108.03,71.73,47
Pro Plato,Ropa,Fusagasuga Supply,81.06,49.91,159
Pro PowerBank,Ropa,Valledupar Traders,113.17,68.83,312
Pro PowerBank,Ropa,Guajira Logistics,113.17,68.83,117
Pro ProtectorSolar,Deportes,Casanare Retail,281.99,207.57,99
Pro Raqueta,Alimentos,Soledad Retail,30.94,22.14,379
Pro Regla,Oficina,Soacha Distribuciones,7.06,5.69,416
Pro Regla,Oficina,Rionegro Supply,7.06,5.69,407
Pro Resaltador,Electronica,Rionegro Supply,269.96,190.09,166
Pro Rompecabezas,Ropa,Logistica Pacifico,103.45,60.48,289
Pro Router,Jardin,Neiva Express,101.68,76.44,439
Pro Sacapuntas,Jardin,Chia Market,115.4,84.98,155
Pro Sarten,Alimentos,Dosquebradas Traders,7.75,6.26,420
Pro Semilla,Alimentos,Riohacha Trade,24.46,17.51,6
Pro Shampoo,Deportes,Magdalena Supply,225.16,162.99,195
Pro Silla,Deportes,Distribuciones Andina,282.36,181.32,420
Pro Switch,Oficina,Choco Importaciones,101.21,72.39,55
Pro Switch,Oficina,Soacha Distribuciones,101.21,72.39,320
Pro Talonario,Hogar,Oriente Mercantil,176.41,142.04,192
Pro Tambor,Alimentos,Monteria Retail,9.94,8.27,46
Pro Teclado,Hogar,Soledad Retail,230.34,190.79,147
Pro Telefono,Electronica,Tunja Retail,83.77,67.1,274
Pro Tenedor,Ropa,Valledupar Traders,114.57,67.07,156
pro termo,Hogar,Bogota Central,83.46,58.15,201
Pro Termo,Hogar,Fusagasuga Supply,83.46,58.15,443
Pro Tijera,Alimentos,Yopal Supply,31.15,23.68,401
Pro Toalla,Electronica,Yumbo Logistics,572.65,433.8,475
Pro Toalla,Electronica,Usaquen Market,572.65,433.8,418
Pro Tripode,Alimentos,Sucre Supply,12.26,10.0,426
Pro Tripode,Alimentos,Manizales Market,12.26,10.0,494
pro webcam,Juguetes,Quibdo Market,118.4,78.05,478
Pro Zapatilla,Juguetes,Cartagena Hub,173.11,117.36,474
Quick Afeitadora,Jardin,Comercial Caribe,15.5,10.47,125
Quick Agenda,Alimentos,Ipiales Trade,25.6,19.07,394
Quick Agenda,Alimentos,Putumayo Goods,25.6,19.07,304
Quick Archivador,Alimentos,Jamundi Market,22.88,17.53,368
Quick Auriculares,Jardin,Zipaquira Supply,210.29,142.67,293
Quick Auriculares,Jardin,Manizales Market,210.29,142.67,63
Quick Balanza,Electronica,Casanare Retail,410.51,258.98,324
Quick Balanza,Electronica,Cartagena Hub,410.51,258.98,391
Quick Balon,Hogar,Riohacha Trade,131.61,100.23,417
Quick Balon,Hogar,Fusagasuga Supply,131.61,100.23,175
quick biberon,Hogar,Bello Traders,79.22,56.62,115
Quick Biberon,Hogar,Quibdo Market,79.22,56.62,439
Quick Bicicleta,Hogar,Huila Distribuciones,132.51,96.39,203
Quick Boligrafo,Deportes,Cali Express,213.8,154.07,485
Quick Botella,Jardin,Villavicencio Hub,76.46,50.61,320
Quick Botella,Jardin,Monteria Retail,76.46,50.61,30
Quick Cable,Juguetes,Ipiales Trade,42.9,29.9,387
Quick Cafetera,Electronica,Candelaria Market,612.46,426.1,112
quick cafetera,Electronica,Leticia Traders,612.46,426.1,364
Quick Camisa,Electronica,Cota Proveedores,777.82,564.55,433
Quick Cargador,Oficina,Neiva Express,23.51,17.95,324
Quick Carpa,Alimentos,Soledad Retail,25.97,20.23,413
Quick Carpa,Alimentos,Choco Importaciones,25.97,20.23,375
Quick Carpeta,Electronica,Tunja Retail,236.02,189.26,343
Quick Carpeta,Electronica,Soacha Distribuciones,236.02,189.26,442
Quick Cepillo,Oficina,Bogota Central,70.58,45.22,66
Quick Cepillo,Oficina,Pereira Proveedores,70.58,45.22,74
Quick Cereal,Belleza,Bucaramanga Trade,73.75,51.65,44
Quick Chaqueta,Jardin,Armenia Supply,99.47,67.45,259
Quick Chaqueta,Jardin,Arauca Connect,99.47,67.45,153
Quick Chocolate,Hogar,Eje Cafetero SAS,61.98,47.83,154
Quick Chocolate,Hogar,Amazonas Traders,61.98,47.83,429
Quick Cinta,Electronica,Armenia Supply,393.95,263.02,362
Quick Colchoneta,Ropa,Pereira Proveedores,83.47,62.93,447
Quick Copa,Ropa,Riohacha Trade,39.59,21.76,474
Quick Crema,Juguetes,Dosquebradas Traders,45.39,31.3,233
Quick Crema,Juguetes,Bogota Central,45.39,31.3,50
Quick Cuaderno,Hogar,Bucaramanga Trade,34.91,29.29,305
Quick Cuaderno,Hogar,Santa Marta Retail,34.91,29.29,261
Quick Cuchillo,Electronica,Santa Marta Retail,391.81,290.95,314
Quick Cuchillo,Electronica,Cota Proveedores,391.81,290.95,124
Quick Drone,Alimentos,Huila Distribuciones,1.91,1.49,398
Quick Drone,Alimentos,Distribuciones Andina,1.91,1.49,244
Quick Estante,Jardin,Mosquera Logistics,121.05,97.42,29
Quick Extensor,Juguetes,Comercial Caribe,12.81,8.86,425
Quick Extensor,Juguetes,Valledupar Traders,12.81,8.86,484
quick galleta,Alimentos,Engativa Traders,3.06,2.61,121
Quick Galleta,Alimentos,Mosquera Logistics,3.06,2.61,124
Quick Gorra,Jardin,Santa Marta Retail,104.3,74.35,36
Quick Guante,Deportes,Comercial Caribe,352.52,227.4,169
Quick Guante,Deportes,Sabaneta Supply,352.52,227.4,123
Quick Guitarra,Hogar,Riohacha Trade,17.14,14.58,356
Quick Guitarra,Hogar,Meta Comerciales,17.14,14.58,34
Quick Jabon,Ropa,Candelaria Market,85.99,54.85,86
Quick Jabon,Ropa,Duitama Market,85.99,54.85,133
Quick Lampara,Oficina,Distribuciones Andina,45.49,34.85,195
Quick Licuadora,Hogar,Santander Mayorista,261.91,194.46,273
Quick Linterna,Alimentos,Nariño Trade,4.38,3.78,200
Quick Linterna,Alimentos,Barranquilla Hub,4.38,3.78,368
Quick Maceta,Deportes,Envigado Supply,54.73,43.67,284
Quick Maceta,Deportes,Arauca Connect,54.73,43.67,76
Quick Marcador,Alimentos,Yumbo Logistics,1.48,1.27,58
Quick Marcador,Alimentos,Envigado Supply,1.48,1.27,430
Quick Mesa,Electronica,Chia Market,164.25,112.01,125
Quick Microfono,Oficina,Girardot Trade,4.31,2.78,499
Quick Microfono,Oficina,Distribuciones Andina,4.31,2.78,400
Quick Mochila,Ropa,Dosquebradas Traders,41.88,28.96,108
quick monitor,Juguetes,Santa Marta Retail,129.67,97.14,223
Quick Mouse,Juguetes,Comercial Caribe,80.78,60.0,495
Quick Mouse,Juguetes,Altiplano Supply,80.78,60.0,277
Quick Mousepad,Ropa,Putumayo Goods,57.27,34.09,67
Quick Muñeco,Oficina,Armenia Supply,95.27,77.56,68
quick olla,Ropa,Altiplano Supply,96.19,69.34,164
Quick Pantalon,Hogar,Dosquebradas Traders,145.8,100.76,488
Quick Pantalon,Hogar,Pereira Proveedores,145.8,100.76,304
Quick Papel,Hogar,Soledad Retail,143.92,117.57,396
Quick Parlante,Alimentos,Pereira Proveedores,26.24,21.15,161
Quick Parlante,Alimentos,Casanare Retail,26.24,21.15,364
Quick Patin,Deportes,Cesar Distribuciones,283.92,208.37,341
Quick Pegante,Alimentos,Envigado Supply,2.5,2.03,308
Quick Pelota,Alimentos,Putumayo Goods,2.19,1.66,378
Quick Pelota,Alimentos,Popayan Logistics,2.19,1.66,342
Quick Perfume,Jardin,Barranquilla Hub,89.83,62.27,434
Quick Plancha,Deportes,Pereira Proveedores,236.63,189.16,386
Quick Plato,Oficina,Logistica Pacifico,116.98,80.21,41
Quick Plato,Oficina,Barranquilla Hub,116.98,80.21,353
Quick PowerBank,Ropa,Cali Express,37.25,23.1,415
Quick PowerBank,Ropa,Cota Proveedores,37.25,23.1,108
Quick ProtectorSolar,Juguetes,Riohacha Trade,135.67,93.91,50
Quick Raqueta,Electronica,Comercial Caribe,398.23,279.52,249
Quick Regla,Ropa,Duitama Market,83.37,62.97,496
Quick Resaltador,Belleza,Soledad Retail,43.85,25.42,340
Quick Rompecabezas,Jardin,Cota Proveedores,70.28,49.7,429
Quick Router,Jardin,Cartagena Hub,213.4,138.38,382
Quick Sacapuntas,Juguetes,Huila Distribuciones,90.86,63.82,491
Quick Sarten,Oficina,Medellin Market,120.07,83.26,20
Quick Semilla,Ropa,Chapinero Trade,54.45,40.2,299
Quick Shampoo,Juguetes,Sucre Supply,174.52,117.15,138
Quick Shampoo,Juguetes,Arauca Connect,174.52,117.15,358
Quick Silla,Hogar,Zipaquira Supply,71.12,57.8,323
Quick Switch,Belleza,Cartagena Hub,96.0,52.86,498
Quick Switch,Belleza,Insumos Cafeteros,96.0,52.86,384
Quick Talonario,Deportes,Villavicencio Hub,130.86,83.76,91
Quick Tambor,Deportes,Putumayo Goods,194.19,144.98,446
Quick Teclado,Belleza,Girardot Trade,22.78,13.94,279
Quick Telefono,Alimentos,Meta Comerciales,9.98,7.68,124
Quick Tenedor,Deportes,Altiplano Supply,301.8,193.93,482
Quick Termo,Ropa,Yopal Supply,111.64,65.17,396
Quick Tijera,Deportes,Armenia Supply,234.34,174.28,110
Quick Toalla,Oficina,Pereira Proveedores,64.94,50.66,353
Quick Tripode,Juguetes,Casanare Retail,95.49,71.9,138
Quick Webcam,Belleza,Amazonas Traders,60.83,39.4,483
Quick Webcam,Belleza,Pereira Proveedores,60.83,39.4,434
Quick Zapatilla,Jardin,Ipiales Trade,47.21,32.36,272
Rio Afeitadora,Juguetes,Mayoristas del Valle,68.63,48.12,98
Rio Agenda,Belleza,Palmira Traders,96.65,56.15,251
Rio Archivador,Jardin,Yumbo Logistics,39.05,27.07,337
Rio Archivador,Jardin,Pasto Proveedores,39.05,27.07,103
Rio Auriculares,Belleza,Santander Mayorista,16.79,10.09,213
Rio Auriculares,Belleza,Itagui Market,16.79,10.09,248
Rio Balanza,Oficina,Candelaria Market,106.41,88.58,151
Rio Balon,Deportes,Cesar Distribuciones,266.24,204.5,249
Rio Balon,Deportes,Mayoristas del Valle,266.24,204.5,274
Rio Biberon,Juguetes,Itagui Market,97.17,57.3,164
Rio Bicicleta,Belleza,Leticia Traders,54.44,32.13,486
Rio Bicicleta,Belleza,Choco Importaciones,54.44,32.13,340
Rio Boligrafo,Belleza,Cajica Traders,10.04,5.91,7
Rio Botella,Juguetes,Oriente Mercantil,107.57,73.46,283
Rio Cable,Alimentos,Duitama Market,10.1,8.52,4
rio cafetera,Hogar,Pasto Proveedores,109.35,78.65,144
rio cafetera,Hogar,Cesar Distribuciones,109.35,78.65,100
Rio Camisa,Electronica,Girardot Trade,89.12,72.57,163
Rio Camisa,Electronica,Logistica Pacifico,89.12,72.57,373
Rio Cargador,Hogar,Manizales Market,140.54,114.21,146
Rio Carpa,Hogar,Soacha Distribuciones,252.07,185.89,63
Rio Carpa,Hogar,Riohacha Trade,252.07,185.89,90
Rio Carpeta,Deportes,Candelaria Market,25.86,17.66,116
rio cepillo,Electronica,Monteria Retail,73.99,55.42,353
Rio Cereal,Belleza,Envigado Supply,30.11,19.2,266
Rio Chaqueta,Deportes,Manizales Market,225.13,157.63,309
Rio Chocolate,Belleza,Santa Marta Retail,92.08,55.89,172
Rio Cinta,Deportes,Valledupar Traders,63.55,44.71,46
Rio Colchoneta,Jardin,Pasto Proveedores,146.89,115.78,139
Rio Copa,Alimentos,Valledupar Traders,7.67,5.88,245
Rio Crema,Ropa,Pasto Proveedores,20.65,11.84,148
Rio Crema,Ropa,Eje Cafetero SAS,20.65,11.84,245
Rio Cuaderno,Belleza,Huila Distribuciones,73.08,49.14,394
Rio Cuaderno,Belleza,Candelaria Market,73.08,49.14,486
Rio Cuchillo,Deportes,Cali Express,273.89,212.58,475
Rio Cuchillo,Deportes,Pereira Proveedores,273.89,212.58,4
Rio Drone,Juguetes,Duitama Market,124.02,75.1,464
Rio Estante,Deportes,Tunja Trade,90.85,75.63,183
Rio Extensor,Belleza,Candelaria Market,55.69,27.81,19
Rio Extensor,Belleza,Yumbo Logistics,55.69,27.81,424
Rio Galleta,Alimentos,Engativa Traders,14.15,11.71,45
Rio Gorra,Hogar,Suba Supply,112.44,87.62,11
Rio Gorra,Hogar,Pasto Proveedores,112.44,87.62,69
Rio Guante,Ropa,Monteria Retail,92.51,60.44,16
Rio Guante,Ropa,Guajira Logistics,92.51,60.44,370
Rio Guitarra,Alimentos,Atlantico Pro,2.08,1.55,146
Rio Jabon,Deportes,Cesar Distribuciones,309.21,221.4,153
Rio Jabon,Deportes,Comercial Caribe,309.21,221.4,303
Rio Lampara,Oficina,Riohacha Trade,38.81,32.12,107
Rio Lampara,Oficina,Eje Cafetero SAS,38.81,32.12,235
Rio Licuadora,Oficina,Leticia Traders,86.25,56.18,307
Rio Linterna,Deportes,Usaquen Market,145.56,98.26,351
